id,side,force,commander,units,date_start,date_end,event_type,from_place,to_place,action_place,description,confidence,source,note
8212,British,2nd Dorset Regiment,,2nd Dorset Regiment,1900-02-28,,redeployment,Spion Kop,Ladysmith,Ladysmith,2nd Dorset Regiment advanced into Ladysmith with Buller's relieving force (28 Feb 1900).,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8213,British,2nd Dorset Regiment,,2nd Dorset Regiment,1900-05-01,,redeployment,Ladysmith,Newcastle,Newcastle,2nd Dorset Regiment moved with Buller's column through Laing's Nek into the Transvaal.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8214,British,2nd Middlesex Regiment,Lt Col Hill,2nd Middlesex Regiment,1899-11-15,,disembark,,Durban,Durban,2nd Middlesex Regiment arrived in Natal and joined Warren's 5th Division for the Spion Kop operations.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8215,British,2nd Middlesex Regiment,Lt Col Hill,2nd Middlesex Regiment,1900-01-24,,engagement,Durban,Spion Kop,Spion Kop,2nd Middlesex Regiment was heavily engaged at the Battle of Spion Kop (24 Jan 1900) in the assault on the summit.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8216,British,2nd Middlesex Regiment,,2nd Middlesex Regiment,1900-02-28,,redeployment,Spion Kop,Ladysmith,Ladysmith,2nd Middlesex Regiment advanced into Ladysmith with Buller's relieving force (28 Feb 1900).,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8217,British,2nd Middlesex Regiment,,2nd Middlesex Regiment,1900-05-01,,redeployment,Ladysmith,Newcastle,Newcastle,2nd Middlesex Regiment moved with Buller's column through Laing's Nek into the Transvaal.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8218,British,2nd Bn Bedfordshire Regiment,Lt Col Bullock,2nd Bn Bedfordshire Regiment,1900-01-01,,disembark,,Cape Town,Cape Town,2nd Bn Bedfordshire Regiment arrived at Cape Town with Roberts's reinforcements and joined the 6th Division (Kelly-Kenny) for the advance to Paardeberg.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8219,British,2nd Bn Bedfordshire Regiment,Lt Col Bullock,2nd Bn Bedfordshire Regiment,1900-02-18,,engagement,Cape Town,Paardeberg,Paardeberg,2nd Bn Bedfordshire Regiment fought at the Battle of Paardeberg (18-27 Feb 1900) surrounding Cronje's laager.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8220,British,2nd Bn Bedfordshire Regiment,,2nd Bn Bedfordshire Regiment,1900-03-13,,redeployment,Paardeberg,Bloemfontein,Bloemfontein,2nd Bn Bedfordshire Regiment marched to Bloemfontein with Roberts's main force after Cronje's surrender at Paardeberg.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8221,British,1st Bn Royal Irish Regiment,Lt Col Hughes,1st Bn Royal Irish Regiment,1900-01-01,,disembark,,Cape Town,Cape Town,1st Bn Royal Irish Regiment arrived at Cape Town with Roberts's reinforcements and joined the 6th Division (Kelly-Kenny) for the advance to Paardeberg.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8222,British,1st Bn Royal Irish Regiment,Lt Col Hughes,1st Bn Royal Irish Regiment,1900-02-18,,engagement,Cape Town,Paardeberg,Paardeberg,1st Bn Royal Irish Regiment fought at the Battle of Paardeberg (18-27 Feb 1900) surrounding Cronje's laager.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8223,British,1st Bn Royal Irish Regiment,,1st Bn Royal Irish Regiment,1900-03-13,,redeployment,Paardeberg,Bloemfontein,Bloemfontein,1st Bn Royal Irish Regiment marched to Bloemfontein with Roberts's main force after Cronje's surrender at Paardeberg.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8224,British,2nd Bn Wiltshire Regiment,Lt Col Shervinton,2nd Bn Wiltshire Regiment,1900-01-01,,disembark,,Cape Town,Cape Town,2nd Bn Wiltshire Regiment arrived at Cape Town with Roberts's reinforcements and joined the 6th Division (Kelly-Kenny) for the advance to Paardeberg.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8225,British,2nd Bn Wiltshire Regiment,Lt Col Shervinton,2nd Bn Wiltshire Regiment,1900-02-18,,engagement,Cape Town,Paardeberg,Paardeberg,2nd Bn Wiltshire Regiment fought at the Battle of Paardeberg (18-27 Feb 1900) surrounding Cronje's laager.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8226,British,2nd Bn Wiltshire Regiment,,2nd Bn Wiltshire Regiment,1900-03-13,,redeployment,Paardeberg,Bloemfontein,Bloemfontein,2nd Bn Wiltshire Regiment marched to Bloemfontein with Roberts's main force after Cronje's surrender at Paardeberg.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8227,British,2nd Bn East Kent Regiment,Lt Col Ormerod,2nd Bn East Kent Regiment,1900-01-01,,disembark,,Cape Town,Cape Town,2nd Bn East Kent Regiment arrived at Cape Town with Roberts's reinforcements and joined the 6th Division (Kelly-Kenny) for the advance to Paardeberg.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8228,British,2nd Bn East Kent Regiment,Lt Col Ormerod,2nd Bn East Kent Regiment,1900-02-18,,engagement,Cape Town,Paardeberg,Paardeberg,2nd Bn East Kent Regiment fought at the Battle of Paardeberg (18-27 Feb 1900) surrounding Cronje's laager.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8229,British,2nd Bn East Kent Regiment,,2nd Bn East Kent Regiment,1900-03-13,,redeployment,Paardeberg,Bloemfontein,Bloemfontein,2nd Bn East Kent Regiment marched to Bloemfontein with Roberts's main force after Cronje's surrender at Paardeberg.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8230,British,2nd Royal Warwickshire Regiment,Lt Col Gordon,2nd Royal Warwickshire Regiment,1900-01-01,,disembark,,Cape Town,Cape Town,2nd Royal Warwickshire Regiment arrived at Cape Town with Roberts's main force and joined the 9th Division (Colville) for the Paardeberg campaign.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8231,British,2nd Royal Warwickshire Regiment,Lt Col Gordon,2nd Royal Warwickshire Regiment,1900-02-18,,engagement,Cape Town,Paardeberg,Paardeberg,2nd Royal Warwickshire Regiment engaged at Paardeberg (18-27 Feb 1900) as part of the 9th Division encircling Cronje's force.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8232,British,2nd Royal Warwickshire Regiment,,2nd Royal Warwickshire Regiment,1900-03-13,,redeployment,Paardeberg,Bloemfontein,Bloemfontein,2nd Royal Warwickshire Regiment advanced to Bloemfontein following Cronje's surrender.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8233,British,1st Yorkshire Regiment,Lt Col Hughes,1st Yorkshire Regiment,1900-01-01,,disembark,,Cape Town,Cape Town,1st Yorkshire Regiment arrived at Cape Town with Roberts's main force and joined the 9th Division (Colville) for the Paardeberg campaign.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8234,British,1st Yorkshire Regiment,Lt Col Hughes,1st Yorkshire Regiment,1900-02-18,,engagement,Cape Town,Paardeberg,Paardeberg,1st Yorkshire Regiment engaged at Paardeberg (18-27 Feb 1900) as part of the 9th Division encircling Cronje's force.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8235,British,1st Yorkshire Regiment,,1st Yorkshire Regiment,1900-03-13,,redeployment,Paardeberg,Bloemfontein,Bloemfontein,1st Yorkshire Regiment advanced to Bloemfontein following Cronje's surrender.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8236,British,1st Welsh Regiment,Lt Col Arnold,1st Welsh Regiment,1900-01-01,,disembark,,Cape Town,Cape Town,1st Welsh Regiment arrived at Cape Town with Roberts's main force and joined the 9th Division (Colville) for the Paardeberg campaign.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8237,British,1st Welsh Regiment,Lt Col Arnold,1st Welsh Regiment,1900-02-18,,engagement,Cape Town,Paardeberg,Paardeberg,1st Welsh Regiment engaged at Paardeberg (18-27 Feb 1900) as part of the 9th Division encircling Cronje's force.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8238,British,1st Welsh Regiment,,1st Welsh Regiment,1900-03-13,,redeployment,Paardeberg,Bloemfontein,Bloemfontein,1st Welsh Regiment advanced to Bloemfontein following Cronje's surrender.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8239,British,1st Essex Regiment,Lt Col Kenna,1st Essex Regiment,1900-01-01,,disembark,,Cape Town,Cape Town,1st Essex Regiment arrived at Cape Town with Roberts's main force and joined the 9th Division (Colville) for the Paardeberg campaign.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8240,British,1st Essex Regiment,Lt Col Kenna,1st Essex Regiment,1900-02-18,,engagement,Cape Town,Paardeberg,Paardeberg,1st Essex Regiment engaged at Paardeberg (18-27 Feb 1900) as part of the 9th Division encircling Cronje's force.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8241,British,1st Essex Regiment,,1st Essex Regiment,1900-03-13,,redeployment,Paardeberg,Bloemfontein,Bloemfontein,1st Essex Regiment advanced to Bloemfontein following Cronje's surrender.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8242,British,Royal Irish Regiment,Lt Col,Royal Irish Regiment,1899-11-01,,disembark,,Cape Town,Cape Town,Royal Irish Regiment arrived in South Africa and joined Roberts's forces for the advance into the Orange Free State.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8243,British,Royal Irish Regiment,,Royal Irish Regiment,1900-02-01,,redeployment,Cape Town,Bloemfontein,Bloemfontein,Royal Irish Regiment advanced to Bloemfontein with Roberts's main column.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8244,British,Royal Irish Regiment,,Royal Irish Regiment,1900-03-31,,engagement,Bloemfontein,Sanna's Post,Sanna's Post,Royal Irish Regiment present at the Battle of Sanna's Post (31 Mar 1900) when De Wet ambushed Broadwood's column.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8245,British,Sussex Regiment,,Sussex Regiment,1900-02-01,,disembark,,Cape Town,Cape Town,Sussex Regiment (Royal Sussex) arrived in South Africa and served with Roberts's main force in the advance towards Pretoria.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8246,British,Sussex Regiment,,Sussex Regiment,1900-06-11,,engagement,Cape Town,Diamond Hill,Diamond Hill,Sussex Regiment fought at the Battle of Diamond Hill (11-12 Jun 1900) under Hamilton's right flank force.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8247,British,2nd Rifle Brigade,Lt Col,2nd Rifle Brigade,1900-03-01,,disembark,,Cape Town,Cape Town,2nd Rifle Brigade arrived in South Africa and joined Buller's force in Natal for the advance into the Transvaal.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8248,British,2nd Rifle Brigade,,2nd Rifle Brigade,1900-08-27,,engagement,Cape Town,Bergendal,Bergendal,"2nd Rifle Brigade fought at the Battle of Bergendal (27 Aug 1900) under Kitchener's 7th Brigade, the last conventional battle of the war.",high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8249,British,1st Royal Inniskilling Fusiliers,Lt Col,1st Royal Inniskilling Fusiliers,1900-01-01,,disembark,,Durban,Durban,1st Royal Inniskilling Fusiliers disembarked at Durban and joined Buller's Natal Field Force.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8250,British,1st Royal Inniskilling Fusiliers,,1st Royal Inniskilling Fusiliers,1900-08-27,,engagement,Durban,Bergendal,Bergendal,1st Royal Inniskilling Fusiliers fought at Bergendal (27 Aug 1900) under Lyttelton's 4th Division in the assault on the Boer rearguard.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8251,British,1st Bn Devonshire Regiment,Lt Col Bullock,1st Bn Devonshire Regiment,1900-01-01,,disembark,,Durban,Durban,1st Bn Devonshire Regiment disembarked at Durban with Buller's force. Distinct from the 2nd Bn which served in the Natal Field Force from the beginning of the campaign.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8252,British,1st Bn Devonshire Regiment,,1st Bn Devonshire Regiment,1900-08-27,,engagement,Durban,Bergendal,Bergendal,"1st Bn Devonshire Regiment led the assault at Bergendal (27 Aug 1900), the final set-piece battle of the war; the Devon's attack broke the Boer line and drove Botha from his prepared positions.",high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8253,British,1st Bn Devonshire Regiment,,1st Bn Devonshire Regiment,1900-09-01,,redeployment,Bergendal,Lydenburg,Lydenburg,1st Bn Devonshire Regiment continued the pursuit of Botha's force east towards Lydenburg following Bergendal.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8254,Boer,De la Rey's Commando,Gen Koos de la Rey,De la Rey's Commando,1899-10-11,,engagement,,Kimberley,Kimberley,"De la Rey's western Transvaal commando besieged Kimberley from the outset of the war, holding the Kimberley front under De la Rey's command.",high,Pakenham 'The Boer War'; De Wet 'Three Years War'; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8255,Boer,De la Rey's Commando,Gen Koos de la Rey,De la Rey's Commando,1899-12-11,,engagement,Kimberley,Magersfontein,Magersfontein,"De la Rey commanded the Boer right at Magersfontein, where his prepared trenches inflicted catastrophic casualties on the Highland Brigade.",high,Pakenham 'The Boer War'; De Wet 'Three Years War'; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8256,Boer,De la Rey's Commando,Gen Koos de la Rey,De la Rey's Commando,1900-12-13,,engagement,Krugersdorp,Nooitgedacht,Nooitgedacht,"De la Rey led the assault at Nooitgedacht (13 Dec 1900), ambushing Clements's brigade on Yeomanry Hill with devastating effect.",high,Pakenham 'The Boer War'; De Wet 'Three Years War'; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8257,Boer,De la Rey's Commando,Gen Koos de la Rey,De la Rey's Commando,1902-03-07,,engagement,Nooitgedacht,Tweebosch,Tweebosch,"De la Rey defeated and captured General Methuen at the Battle of Tweebosch (7 Mar 1902), the last major Boer victory of the war.",high,Pakenham 'The Boer War'; De Wet 'Three Years War'; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8258,Boer,Beyers's Commando,Gen Christiaan Beyers,Beyers's Commando,1900-06-01,,redeployment,,Pretoria,Pretoria,"Beyers's commando operated in the northern Transvaal under General Beyers, eventually becoming active in the western guerrilla theatre.",low,Pakenham 'The Boer War'; De Wet 'Three Years War'; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8259,Boer,Beyers's Commando,Gen Christiaan Beyers,Beyers's Commando,1900-12-13,,engagement,Pretoria,Nooitgedacht,Nooitgedacht,"Beyers's commando attacked from the mountaintop at Nooitgedacht (13 Dec 1900), catching Clements's British force in a pincer with De la Rey.",high,Pakenham 'The Boer War'; De Wet 'Three Years War'; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8260,British,Diamond Fields Horse,,Diamond Fields Horse,1900-01-01,,garrison,,Kimberley,Kimberley,"Diamond Fields Horse, a colonial mounted corps recruited from the Kimberley diamond fields, deployed for mounted operations in the northern Cape and western Transvaal.",low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8261,British,Diamond Fields Horse,,Diamond Fields Horse,1902-03-07,,engagement,Kimberley,Tweebosch,Tweebosch,Diamond Fields Horse served as part of Methuen's rearguard column at the Battle of Tweebosch (7 Mar 1902) and were routed by De la Rey's commando.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8262,British,Cape Police,,Cape Police,1899-11-01,,garrison,,Cape Town,Cape Town,"Cape Police (Cape Mounted Police / Cape Colony Police Force) mobilised for border patrol, convoy escort and garrison duties throughout the colony under martial law.",low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8263,British,Cape Police,,Cape Police,1900-01-01,,redeployment,Cape Town,Colesberg,Colesberg,Cape Police deployed to the northern frontier zone around Colesberg and Aliwal North to support French's cavalry operations.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8264,British,Cape Police,,Cape Police,1902-03-07,,engagement,Colesberg,Tweebosch,Tweebosch,Detachment of Cape Police served with Methuen's column at Tweebosch (7 Mar 1902) and were captured when De la Rey overwhelmed the British convoy.,high,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8265,British,Frontier Mounted Rifles,,Frontier Mounted Rifles,1899-11-01,,disembark,,Queenstown,Queenstown,"Frontier Mounted Rifles mobilised for active service at the outbreak of war, providing scouting and patrol support in the eastern Cape Colony.",low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8266,British,2nd Bn West Surrey Regiment (Queen's),,2nd Bn West Surrey Regiment (Queen's),1899-11-01,,disembark,,Durban,Durban,2nd Bn West Surrey Regiment (Queen's) disembarked at Durban and joined Hildyard's 2nd Brigade for the Natal campaign.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8267,British,2nd Bn Scottish Rifles,,2nd Bn Scottish Rifles,1899-11-01,,disembark,,Durban,Durban,"2nd Bn Scottish Rifles (Cameronians) disembarked at Durban and joined Lyttelton's 4th Brigade, Natal Field Force.",low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8268,British,6th (Carabiniers) Dragoon Guards,,6th (Carabiniers) Dragoon Guards,1899-11-01,,disembark,,Durban,Durban,"6th Dragoon Guards (Carabiniers) disembarked at Durban and joined Dundonald's cavalry brigade, Natal Field Force.",low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8269,British,Thorneycroft's Mounted Infantry,,Thorneycroft's Mounted Infantry,1899-11-01,,disembark,,Durban,Durban,"Thorneycroft's Mounted Infantry, raised in Natal, mobilised for service with Buller's column.",low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8270,British,South African Light Horse,,South African Light Horse,1899-11-01,,disembark,,Durban,Durban,"South African Light Horse, a colonial mounted corps, mobilised for service with Dundonald's cavalry in the Natal campaign.",low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8271,British,G Battery Royal Horse Artillery,,G Battery Royal Horse Artillery,1899-11-01,,disembark,,Cape Town,Cape Town,G Battery Royal Horse Artillery arrived at Cape Town and joined Methuen's 1st Division advance column.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8272,British,62nd Battery Royal Field Artillery,,62nd Battery Royal Field Artillery,1899-11-01,,disembark,,Cape Town,Cape Town,62nd Battery Royal Field Artillery arrived at Cape Town and joined Methuen's column for the Magersfontein operations.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8273,British,65th Howitzer Battery Royal Field Artillery,,65th Howitzer Battery Royal Field Artillery,1899-11-01,,disembark,,Cape Town,Cape Town,65th Howitzer Battery Royal Field Artillery joined Methuen's 1st Division for the Kimberley relief advance.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8274,British,1st (Royal) Dragoons,,1st (Royal) Dragoons,1899-11-01,,disembark,,Durban,Durban,1st Royal Dragoons disembarked at Durban and joined Dundonald's cavalry brigade for the Natal campaign.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8275,British,13th Hussars,,13th Hussars,1899-11-01,,disembark,,Durban,Durban,13th Hussars disembarked at Durban and served with Dundonald's cavalry in the Natal Field Force.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8276,British,66th Battery Royal Field Artillery,,66th Battery Royal Field Artillery,1899-11-01,,disembark,,Durban,Durban,66th Battery Royal Field Artillery arrived in Natal and joined Buller's Natal Field Force for the Colenso campaign.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8277,British,73rd Battery Royal Field Artillery,,73rd Battery Royal Field Artillery,1899-11-01,,disembark,,Durban,Durban,73rd Battery Royal Field Artillery disembarked in Natal and provided artillery support at Colenso and subsequent battles.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8278,British,77th Battery Royal Field Artillery,,77th Battery Royal Field Artillery,1899-11-01,,disembark,,Cape Town,Cape Town,77th Battery Royal Field Artillery arrived at Cape Town and joined Gatacre's column in the eastern Cape.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8279,British,12th Prince of Wales's Royal Lancers (2nd),,12th Prince of Wales's Royal Lancers (2nd),1899-11-01,,disembark,,Cape Town,Cape Town,12th (Prince of Wales's Royal) Lancers (2nd) arrived at Cape Town and joined Methuen's cavalry for the Kimberley relief advance.,low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8280,British,Bethune's Mounted Infantry,Lt Col Bethune,Bethune's Mounted Infantry,1899-11-01,,disembark,,Durban,Durban,"Bethune's Mounted Infantry, raised in Natal, mobilised and joined Dundonald's cavalry brigade for the Natal campaign.",low,Pakenham 'The Boer War'; Conan Doyle 'The Great Boer War'; britishbattles.com; angloboerwar.com,Auto-generated from battle OOB (add_battle_units.py); verify against regimental history
8281,British,2nd Bn KOYLI (Yorkshire Light Infantry),,2nd Bn KOYLI (Yorkshire Light Infantry),1899-11-01,,disembark,,Cape Town,Cape Town,2nd Bn King's Own Yorkshire Light Infantry (KOYLI) disembarked at Cape Town and joined Methuen's 9th Brigade for the advance towards Kimberley.,low,Pakenham The Boer War; britishbattles.com,Arrival event added to cover pre-Magersfontein gap (add_battle_units.py follow-up)
8282,British,Aberdeen Town Guard,,Aberdeen Town Guard,1901-01-01,,garrison,,Aberdeen,Aberdeen,Aberdeen Town Guard formed to defend the town of Aberdeen against Boer incursion during the Cape Colony guerrilla phase. The Aberdeen TG repulsed a Boer attack by Scheepers and Fouche on 6 March 1901.,low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
